    nm         	uN
4.648439e+02	7.757732e+00
4.609376e+02	7.753811e+00
4.570314e+02	7.742051e+00
4.531251e+02	7.734211e+00
4.492189e+02	7.726371e+00
4.453126e+02	7.714611e+00
4.414064e+02	7.710691e+00
4.375001e+02	7.698931e+00
4.335939e+02	7.698931e+00
4.296876e+02	7.683250e+00
4.257814e+02	7.675410e+00
4.218751e+02	7.667571e+00
4.179689e+02	7.659730e+00
4.140626e+02	7.651890e+00
4.101564e+02	7.640130e+00
4.062501e+02	7.636210e+00
4.023439e+02	7.632290e+00
3.984376e+02	7.620530e+00
3.945314e+02	7.608770e+00
3.906251e+02	7.597010e+00
3.867189e+02	7.593090e+00
3.828126e+02	7.581330e+00
3.789063e+02	7.581330e+00
3.750001e+02	7.573490e+00
3.710938e+02	7.565649e+00
3.671876e+02	7.553890e+00
3.632813e+02	7.549970e+00
3.593751e+02	7.542129e+00
3.554688e+02	7.526449e+00
3.515626e+02	7.526449e+00
3.476563e+02	7.510770e+00
3.437501e+02	7.502929e+00
3.398438e+02	7.499009e+00
3.359376e+02	7.495089e+00
3.320313e+02	7.479409e+00
3.281251e+02	7.475489e+00
3.242188e+02	7.463729e+00
3.203126e+02	7.451969e+00
3.164063e+02	7.448049e+00
3.125001e+02	7.440209e+00
3.085938e+02	7.436289e+00
3.046876e+02	7.420609e+00
3.007813e+02	7.412769e+00
2.968751e+02	7.401009e+00
2.929688e+02	7.397089e+00
2.890626e+02	7.389248e+00
2.851563e+02	7.377488e+00
2.812501e+02	7.373568e+00
2.773438e+02	7.369648e+00
2.734376e+02	7.350048e+00
2.695313e+02	7.346128e+00
2.656251e+02	7.334369e+00
2.617188e+02	7.326528e+00
2.578126e+02	7.314768e+00
2.539063e+02	7.314768e+00
2.500001e+02	7.306928e+00
2.460938e+02	7.291248e+00
2.421876e+02	7.287328e+00
2.382813e+02	7.275568e+00
2.343751e+02	7.271648e+00
2.304688e+02	7.259888e+00
2.265625e+02	7.248128e+00
2.226563e+02	7.240288e+00
2.187500e+02	7.228527e+00
2.148438e+02	7.224608e+00
2.109375e+02	7.212847e+00
2.070313e+02	7.208927e+00
2.031250e+02	7.201087e+00
1.992188e+02	7.197167e+00
1.953125e+02	7.181487e+00
1.914063e+02	7.181487e+00
1.875000e+02	7.177567e+00
1.835938e+02	7.161887e+00
1.796875e+02	7.150127e+00
1.757813e+02	7.138367e+00
1.718750e+02	7.138367e+00
1.679688e+02	7.118767e+00
1.640625e+02	7.110927e+00
1.601563e+02	7.107007e+00
1.562500e+02	7.095246e+00
1.523438e+02	7.087407e+00
1.484375e+02	7.087407e+00
1.445313e+02	7.075646e+00
1.406250e+02	7.063886e+00
1.367188e+02	7.052126e+00
1.328125e+02	7.044286e+00
1.289063e+02	7.036446e+00
1.250000e+02	7.032526e+00
1.210938e+02	7.016846e+00
1.171875e+02	7.012926e+00
1.132813e+02	7.001166e+00
1.093750e+02	7.001166e+00
1.054688e+02	6.985486e+00
1.015625e+02	6.973726e+00
9.765625e+01	6.973726e+00
9.375000e+01	6.958046e+00
8.984375e+01	6.954126e+00
8.593750e+01	6.942366e+00
8.203125e+01	6.934526e+00
7.812500e+01	6.922766e+00
7.421875e+01	6.914926e+00
7.031250e+01	6.899245e+00
6.640624e+01	6.895325e+00
6.249999e+01	6.883565e+00
5.859374e+01	6.871805e+00
5.468749e+01	6.867885e+00
5.078124e+01	6.856125e+00
4.687499e+01	6.852205e+00
4.296874e+01	6.836525e+00
3.906248e+01	6.828685e+00
3.515623e+01	6.816925e+00
3.124998e+01	6.805165e+00
2.734373e+01	6.805165e+00
2.343748e+01	6.785565e+00
1.953123e+01	6.777725e+00
1.562498e+01	6.773805e+00
1.171873e+01	6.758125e+00
7.812485e+00	6.750284e+00
3.906235e+00	6.742444e+00
-1.509903e-05	6.730684e+00
