    nm         	uN
9.960909e+02	8.867099e+00
9.921846e+02	8.859258e+00
9.882783e+02	8.859258e+00
9.843720e+02	8.843578e+00
9.804658e+02	8.835738e+00
9.765595e+02	8.827898e+00
9.726532e+02	8.816138e+00
9.687469e+02	8.812218e+00
9.648406e+02	8.808298e+00
9.609344e+02	8.792617e+00
9.570281e+02	8.784777e+00
9.531219e+02	8.776938e+00
9.492156e+02	8.769098e+00
9.453094e+02	8.765178e+00
9.414032e+02	8.753417e+00
9.374970e+02	8.741657e+00
9.335907e+02	8.737738e+00
9.296845e+02	8.718137e+00
9.257783e+02	8.710297e+00
9.218721e+02	8.706377e+00
9.179658e+02	8.698536e+00
9.140596e+02	8.675018e+00
9.101534e+02	8.682857e+00
9.062472e+02	8.667176e+00
9.023410e+02	8.655417e+00
8.984347e+02	8.651497e+00
8.945285e+02	8.643658e+00
8.906223e+02	8.631897e+00
8.867161e+02	8.616217e+00
8.828098e+02	8.616217e+00
8.789036e+02	8.608376e+00
8.749974e+02	8.596617e+00
8.710912e+02	8.592697e+00
8.671850e+02	8.577017e+00
8.632787e+02	8.573096e+00
8.593725e+02	8.557417e+00
8.554663e+02	8.549577e+00
8.515601e+02	8.541736e+00
8.476538e+02	8.537816e+00
8.437476e+02	8.526056e+00
8.398414e+02	8.522136e+00
8.359352e+02	8.514296e+00
8.320289e+02	8.498616e+00
8.281227e+02	8.498616e+00
8.242165e+02	8.486856e+00
8.203103e+02	8.479015e+00
8.164041e+02	8.467256e+00
8.124978e+02	8.463336e+00
8.085916e+02	8.447655e+00
8.046854e+02	8.447655e+00
8.007792e+02	8.431975e+00
7.968729e+02	8.428055e+00
7.929667e+02	8.416295e+00
7.890605e+02	8.404535e+00
7.851543e+02	8.400615e+00
7.812480e+02	8.388855e+00
7.773418e+02	8.377095e+00
7.734356e+02	8.369255e+00
7.695294e+02	8.365335e+00
7.656232e+02	8.353574e+00
7.617169e+02	8.345734e+00
7.578107e+02	8.341814e+00
7.539045e+02	8.326135e+00
7.499983e+02	8.314374e+00
7.460920e+02	8.318294e+00
7.421858e+02	8.306535e+00
7.382796e+02	8.294774e+00
7.343734e+02	8.294774e+00
7.304671e+02	8.283015e+00
7.265609e+02	8.279095e+00
7.226547e+02	8.263415e+00
7.187485e+02	8.263415e+00
7.148423e+02	8.247735e+00
7.109360e+02	8.243815e+00
7.070298e+02	8.239895e+00
7.031236e+02	8.224214e+00
6.992174e+02	8.228134e+00
6.953111e+02	8.208534e+00
6.914049e+02	8.204614e+00
6.874987e+02	8.200695e+00
6.835925e+02	8.188934e+00
6.796863e+02	8.181094e+00
6.757800e+02	8.177174e+00
6.718738e+02	8.161493e+00
6.679676e+02	8.157574e+00
6.640614e+02	8.145814e+00
6.601551e+02	8.141894e+00
6.562489e+02	8.134053e+00
6.523427e+02	8.126213e+00
6.484365e+02	8.118373e+00
6.445302e+02	8.110534e+00
6.406240e+02	8.102693e+00
6.367178e+02	8.098773e+00
6.328116e+02	8.087013e+00
6.289054e+02	8.071333e+00
6.249991e+02	8.067413e+00
6.210929e+02	8.063493e+00
6.171867e+02	8.055653e+00
6.132805e+02	8.043892e+00
6.093742e+02	8.036052e+00
6.054680e+02	8.032132e+00
6.015618e+02	8.020373e+00
5.976556e+02	8.016453e+00
5.937493e+02	8.012533e+00
5.898431e+02	7.992932e+00
5.859369e+02	7.989012e+00
5.820307e+02	7.981173e+00
5.781245e+02	7.977253e+00
5.742182e+02	7.977253e+00
5.703120e+02	7.965492e+00
5.664058e+02	7.949812e+00
5.624996e+02	7.945892e+00
5.585933e+02	7.945892e+00
5.546871e+02	7.938052e+00
5.507809e+02	7.926293e+00
5.468747e+02	7.918452e+00
5.429685e+02	7.914532e+00
5.390622e+02	7.906692e+00
5.351560e+02	7.898852e+00
5.312498e+02	7.891012e+00
5.273436e+02	7.879252e+00
5.234373e+02	7.867492e+00
5.195311e+02	7.863572e+00
5.156249e+02	7.847892e+00
5.117187e+02	7.855731e+00
5.078124e+02	7.840052e+00
5.039062e+02	7.828291e+00
5.000000e+02	7.824371e+00
4.960938e+02	7.820451e+00
4.921876e+02	7.808691e+00
4.882813e+02	7.796931e+00
4.843751e+02	7.796931e+00
4.804689e+02	7.785171e+00
4.765626e+02	7.781251e+00
4.726564e+02	7.773411e+00
4.687501e+02	7.761651e+00
