    nm         	uN
2.421876e+02	5.905748e+00
2.402344e+02	5.902983e+00
2.382813e+02	5.902983e+00
2.363282e+02	5.897453e+00
2.343751e+02	5.894688e+00
2.324219e+02	5.894688e+00
2.304688e+02	5.897453e+00
2.285157e+02	5.891923e+00
2.265626e+02	5.889158e+00
2.246094e+02	5.891923e+00
2.226563e+02	5.889158e+00
2.207032e+02	5.883629e+00
2.187501e+02	5.880864e+00
2.167969e+02	5.880864e+00
2.148438e+02	5.878099e+00
2.128907e+02	5.880864e+00
2.109376e+02	5.875334e+00
2.089844e+02	5.869804e+00
2.070313e+02	5.869804e+00
2.050782e+02	5.864274e+00
2.031251e+02	5.864274e+00
2.011719e+02	5.861510e+00
1.992188e+02	5.855980e+00
1.972657e+02	5.861510e+00
1.953126e+02	5.853215e+00
1.933594e+02	5.853215e+00
1.914063e+02	5.853215e+00
1.894532e+02	5.847685e+00
1.875000e+02	5.842156e+00
1.855469e+02	5.844920e+00
1.835938e+02	5.839391e+00
1.816407e+02	5.836626e+00
1.796875e+02	5.833861e+00
1.777344e+02	5.833861e+00
1.757813e+02	5.836626e+00
1.738282e+02	5.831097e+00
1.718750e+02	5.828332e+00
1.699219e+02	5.828332e+00
1.679688e+02	5.825566e+00
1.660157e+02	5.820037e+00
1.640625e+02	5.822802e+00
1.621094e+02	5.820037e+00
1.601563e+02	5.817272e+00
1.582032e+02	5.811743e+00
1.562500e+02	5.814507e+00
1.542969e+02	5.806212e+00
1.523438e+02	5.808978e+00
1.503907e+02	5.803447e+00
1.484375e+02	5.803447e+00
1.464844e+02	5.803447e+00
1.445313e+02	5.800683e+00
1.425782e+02	5.795153e+00
1.406250e+02	5.792388e+00
1.386719e+02	5.792388e+00
1.367188e+02	5.795153e+00
1.347657e+02	5.786859e+00
1.328125e+02	5.786859e+00
1.308594e+02	5.781329e+00
1.289063e+02	5.784094e+00
1.269532e+02	5.778564e+00
1.250000e+02	5.778564e+00
1.230469e+02	5.784094e+00
1.210938e+02	5.778564e+00
1.191407e+02	5.775799e+00
1.171875e+02	5.770270e+00
1.152344e+02	5.773034e+00
1.132813e+02	5.767505e+00
1.113281e+02	5.767505e+00
1.093750e+02	5.764740e+00
1.074219e+02	5.761975e+00
1.054688e+02	5.759210e+00
1.035156e+02	5.756445e+00
1.015625e+02	5.756445e+00
9.960939e+01	5.750916e+00
9.765627e+01	5.753680e+00
9.570314e+01	5.753680e+00
9.375002e+01	5.745386e+00
9.179689e+01	5.750916e+00
8.984377e+01	5.742621e+00
8.789064e+01	5.739856e+00
8.593751e+01	5.731561e+00
8.398439e+01	5.731561e+00
8.203126e+01	5.737091e+00
8.007814e+01	5.726032e+00
7.812501e+01	5.726032e+00
7.617189e+01	5.726032e+00
7.421876e+01	5.726032e+00
7.226564e+01	5.720502e+00
7.031251e+01	5.717737e+00
6.835938e+01	5.726032e+00
6.640626e+01	5.717737e+00
6.445313e+01	5.714972e+00
6.250001e+01	5.712207e+00
6.054688e+01	5.712207e+00
5.859376e+01	5.706678e+00
5.664063e+01	5.706678e+00
5.468750e+01	5.703913e+00
5.273438e+01	5.692853e+00
5.078125e+01	5.698383e+00
4.882813e+01	5.698383e+00
4.687500e+01	5.695618e+00
4.492188e+01	5.692853e+00
4.296875e+01	5.687324e+00
4.101562e+01	5.692853e+00
3.906250e+01	5.687324e+00
3.710937e+01	5.687324e+00
3.515625e+01	5.684559e+00
3.320312e+01	5.684559e+00
3.125000e+01	5.679029e+00
2.929687e+01	5.676264e+00
2.734375e+01	5.673499e+00
2.539062e+01	5.679029e+00
2.343749e+01	5.673499e+00
2.148437e+01	5.670734e+00
1.953124e+01	5.665205e+00
1.757812e+01	5.659675e+00
1.562499e+01	5.665205e+00
1.367187e+01	5.662440e+00
1.171874e+01	5.651380e+00
9.765617e+00	5.654145e+00
7.812492e+00	5.659675e+00
5.859367e+00	5.654145e+00
3.906242e+00	5.651380e+00
1.953117e+00	5.648616e+00
-7.549517e-06	5.648616e+00
