    nm         	uN
4.980454e+02	6.137996e+00
4.960923e+02	6.135231e+00
4.941392e+02	6.137996e+00
4.921860e+02	6.135231e+00
4.902329e+02	6.140761e+00
4.882797e+02	6.137996e+00
4.863266e+02	6.132466e+00
4.843735e+02	6.132466e+00
4.824203e+02	6.140761e+00
4.804672e+02	6.135231e+00
4.785140e+02	6.132466e+00
4.765609e+02	6.132466e+00
4.746078e+02	6.126937e+00
4.726547e+02	6.126937e+00
4.707016e+02	6.126937e+00
4.687485e+02	6.126937e+00
4.667954e+02	6.126937e+00
4.648423e+02	6.121407e+00
4.628891e+02	6.124172e+00
4.609360e+02	6.126937e+00
4.589829e+02	6.124172e+00
4.570298e+02	6.118642e+00
4.550767e+02	6.115877e+00
4.531236e+02	6.118642e+00
4.511705e+02	6.110347e+00
4.492174e+02	6.115877e+00
4.472643e+02	6.110347e+00
4.453111e+02	6.104818e+00
4.433580e+02	6.104818e+00
4.414049e+02	6.107583e+00
4.394518e+02	6.102053e+00
4.374987e+02	6.102053e+00
4.355456e+02	6.099288e+00
4.335925e+02	6.096524e+00
4.316394e+02	6.096524e+00
4.296863e+02	6.096524e+00
4.277331e+02	6.096524e+00
4.257800e+02	6.093759e+00
4.238269e+02	6.090993e+00
4.218738e+02	6.088228e+00
4.199207e+02	6.082699e+00
4.179676e+02	6.085464e+00
4.160145e+02	6.085464e+00
4.140614e+02	6.079934e+00
4.121082e+02	6.079934e+00
4.101551e+02	6.079934e+00
4.082020e+02	6.077169e+00
4.062489e+02	6.077169e+00
4.042958e+02	6.068874e+00
4.023427e+02	6.066110e+00
4.003896e+02	6.071639e+00
3.984365e+02	6.066110e+00
3.964834e+02	6.063345e+00
3.945302e+02	6.063345e+00
3.925771e+02	6.066110e+00
3.906240e+02	6.060580e+00
3.886709e+02	6.063345e+00
3.867178e+02	6.055051e+00
3.847647e+02	6.055051e+00
3.828116e+02	6.052286e+00
3.808585e+02	6.049521e+00
3.789054e+02	6.052286e+00
3.769522e+02	6.052286e+00
3.749991e+02	6.052286e+00
3.730460e+02	6.046756e+00
3.710929e+02	6.043991e+00
3.691398e+02	6.041226e+00
3.671867e+02	6.041226e+00
3.652336e+02	6.041226e+00
3.632805e+02	6.032932e+00
3.613274e+02	6.035697e+00
3.593742e+02	6.032932e+00
3.574211e+02	6.030167e+00
3.554680e+02	6.030167e+00
3.535149e+02	6.027401e+00
3.515618e+02	6.019107e+00
3.496087e+02	6.021872e+00
3.476556e+02	6.021872e+00
3.457025e+02	6.016342e+00
3.437493e+02	6.016342e+00
3.417962e+02	6.008048e+00
3.398431e+02	6.010813e+00
3.378900e+02	6.010813e+00
3.359369e+02	6.005283e+00
3.339838e+02	6.002518e+00
3.320307e+02	6.002518e+00
3.300776e+02	5.994224e+00
3.281245e+02	5.999753e+00
3.261713e+02	5.999753e+00
3.242182e+02	5.996988e+00
3.222651e+02	5.996988e+00
3.203120e+02	5.994224e+00
3.183589e+02	5.994224e+00
3.164058e+02	5.988694e+00
3.144527e+02	5.988694e+00
3.124996e+02	5.983164e+00
3.105465e+02	5.983164e+00
3.085933e+02	5.983164e+00
3.066402e+02	5.980399e+00
3.046871e+02	5.977634e+00
3.027340e+02	5.972105e+00
3.007809e+02	5.974869e+00
2.988278e+02	5.974869e+00
2.968747e+02	5.963810e+00
2.949216e+02	5.969340e+00
2.929685e+02	5.966575e+00
2.910153e+02	5.958280e+00
2.890622e+02	5.958280e+00
2.871091e+02	5.961045e+00
2.851560e+02	5.955515e+00
2.832029e+02	5.958280e+00
2.812498e+02	5.949986e+00
2.792967e+02	5.944456e+00
2.773436e+02	5.949986e+00
2.753904e+02	5.941691e+00
2.734373e+02	5.941691e+00
2.714842e+02	5.936161e+00
2.695311e+02	5.936161e+00
2.675780e+02	5.933396e+00
2.656249e+02	5.930631e+00
2.636718e+02	5.930631e+00
2.617187e+02	5.922337e+00
2.597656e+02	5.925102e+00
2.578124e+02	5.922337e+00
2.558593e+02	5.919572e+00
2.539062e+02	5.919572e+00
2.519531e+02	5.914042e+00
2.500000e+02	5.914042e+00
2.480469e+02	5.911277e+00
2.460938e+02	5.911277e+00
2.441407e+02	5.911277e+00
