    nm         	uN
4.296875e+01	5.341716e+00
4.687500e+01	5.341716e+00
5.078125e+01	5.344481e+00
5.468750e+01	5.344481e+00
5.859376e+01	5.338951e+00
6.250001e+01	5.336186e+00
6.640626e+01	5.341716e+00
7.031251e+01	5.344481e+00
7.421876e+01	5.338951e+00
7.812501e+01	5.344481e+00
8.203126e+01	5.347245e+00
8.593751e+01	5.350010e+00
8.984377e+01	5.344481e+00
9.375002e+01	5.347245e+00
9.765627e+01	5.347245e+00
1.015625e+02	5.344481e+00
1.054688e+02	5.347245e+00
1.093750e+02	5.350010e+00
1.132813e+02	5.350010e+00
1.171875e+02	5.355540e+00
1.210938e+02	5.350010e+00
1.250000e+02	5.355540e+00
1.289063e+02	5.350010e+00
1.328125e+02	5.355540e+00
1.367188e+02	5.358305e+00
1.406250e+02	5.361070e+00
1.445313e+02	5.355540e+00
1.484375e+02	5.366599e+00
1.523438e+02	5.366599e+00
1.562500e+02	5.361070e+00
1.601563e+02	5.374894e+00
1.640625e+02	5.374894e+00
1.679688e+02	5.366599e+00
1.718750e+02	5.377659e+00
1.757813e+02	5.383189e+00
1.796875e+02	5.377659e+00
1.835938e+02	5.377659e+00
1.875000e+02	5.388718e+00
1.914063e+02	5.388718e+00
1.953126e+02	5.388718e+00
1.992188e+02	5.394248e+00
2.031251e+02	5.394248e+00
2.070313e+02	5.397013e+00
2.109376e+02	5.402543e+00
2.148438e+02	5.402543e+00
2.187501e+02	5.405308e+00
2.226563e+02	5.408072e+00
2.265626e+02	5.410837e+00
2.304688e+02	5.419132e+00
2.343751e+02	5.419132e+00
2.382813e+02	5.419132e+00
2.421876e+02	5.421897e+00
2.460938e+02	5.427426e+00
2.500001e+02	5.424662e+00
2.539063e+02	5.432956e+00
2.578126e+02	5.430191e+00
2.617188e+02	5.432956e+00
2.656251e+02	5.432956e+00
2.695313e+02	5.438486e+00
2.734376e+02	5.449545e+00
2.773438e+02	5.444016e+00
2.812501e+02	5.452310e+00
2.851563e+02	5.452310e+00
2.890626e+02	5.455075e+00
2.929688e+02	5.457840e+00
2.968751e+02	5.460605e+00
3.007813e+02	5.463370e+00
3.046876e+02	5.468899e+00
3.085938e+02	5.468899e+00
3.125001e+02	5.477194e+00
3.164063e+02	5.482724e+00
3.203126e+02	5.479959e+00
3.242188e+02	5.482724e+00
3.281251e+02	5.488253e+00
3.320313e+02	5.493783e+00
3.359376e+02	5.493783e+00
3.398438e+02	5.496548e+00
3.437501e+02	5.502078e+00
3.476563e+02	5.504843e+00
3.515626e+02	5.507608e+00
3.554688e+02	5.513137e+00
3.593751e+02	5.515902e+00
3.632813e+02	5.515902e+00
3.671876e+02	5.518667e+00
3.710938e+02	5.521432e+00
3.750001e+02	5.521432e+00
3.789063e+02	5.532491e+00
3.828126e+02	5.529726e+00
3.867189e+02	5.535256e+00
3.906251e+02	5.540786e+00
3.945314e+02	5.546316e+00
3.984376e+02	5.546316e+00
4.023439e+02	5.546316e+00
4.062501e+02	5.557375e+00
4.101564e+02	5.557375e+00
4.140626e+02	5.554610e+00
4.179689e+02	5.560140e+00
4.218751e+02	5.568435e+00
4.257814e+02	5.568435e+00
4.296876e+02	5.576729e+00
4.335939e+02	5.582259e+00
4.375001e+02	5.590553e+00
4.414064e+02	5.587789e+00
4.453126e+02	5.590553e+00
4.492189e+02	5.598848e+00
4.531251e+02	5.598848e+00
4.570314e+02	5.604378e+00
4.609376e+02	5.604378e+00
4.648439e+02	5.612672e+00
4.687501e+02	5.615437e+00
4.726564e+02	5.615437e+00
4.765626e+02	5.623731e+00
4.804689e+02	5.623731e+00
4.843751e+02	5.629262e+00
4.882813e+02	5.632026e+00
4.921876e+02	5.634791e+00
4.960938e+02	5.634791e+00
5.000000e+02	5.643086e+00
5.039062e+02	5.648616e+00
5.078124e+02	5.648616e+00
5.117187e+02	5.659675e+00
5.156249e+02	5.659675e+00
5.195311e+02	5.662440e+00
5.234373e+02	5.662440e+00
5.273436e+02	5.670734e+00
5.312498e+02	5.681794e+00
5.351560e+02	5.676264e+00
5.390622e+02	5.687324e+00
5.429685e+02	5.690088e+00
5.468747e+02	5.692853e+00
5.507809e+02	5.698383e+00
5.546871e+02	5.701148e+00
5.585933e+02	5.706678e+00
5.624996e+02	5.709443e+00
5.664058e+02	5.709443e+00
5.703120e+02	5.712207e+00
5.742182e+02	5.720502e+00
5.781245e+02	5.726032e+00
5.820307e+02	5.726032e+00
5.859369e+02	5.728797e+00
5.898431e+02	5.731561e+00
5.937493e+02	5.742621e+00
5.976556e+02	5.750916e+00
6.015618e+02	5.750916e+00
6.054680e+02	5.756445e+00
6.093742e+02	5.764740e+00
6.132805e+02	5.764740e+00
6.171867e+02	5.770270e+00
6.210929e+02	5.770270e+00
6.249991e+02	5.781329e+00
6.289054e+02	5.781329e+00
6.328116e+02	5.786859e+00
6.367178e+02	5.797918e+00
6.406240e+02	5.803447e+00
6.445302e+02	5.803447e+00
6.484365e+02	5.806212e+00
6.523427e+02	5.817272e+00
6.562489e+02	5.820037e+00
6.601551e+02	5.825566e+00
6.640614e+02	5.833861e+00
6.679676e+02	5.836626e+00
6.718738e+02	5.833861e+00
6.757800e+02	5.844920e+00
6.796863e+02	5.850450e+00
6.835925e+02	5.850450e+00
6.874987e+02	5.855980e+00
6.914049e+02	5.864274e+00
6.953111e+02	5.869804e+00
6.992174e+02	5.872570e+00
7.031236e+02	5.886393e+00
7.070298e+02	5.883629e+00
7.109360e+02	5.891923e+00
7.148423e+02	5.894688e+00
7.187485e+02	5.902983e+00
7.226547e+02	5.911277e+00
7.265609e+02	5.908512e+00
7.304671e+02	5.922337e+00
7.343734e+02	5.927867e+00
7.382796e+02	5.936161e+00
7.421858e+02	5.938926e+00
7.460920e+02	5.941691e+00
