    nm         	uN
7.499983e+02	5.947221e+00
7.539045e+02	5.947221e+00
7.578107e+02	5.955515e+00
7.617169e+02	5.966575e+00
7.656232e+02	5.966575e+00
7.695294e+02	5.972105e+00
7.734356e+02	5.983164e+00
7.773418e+02	5.991459e+00
7.812480e+02	5.991459e+00
7.851543e+02	5.994224e+00
7.890605e+02	6.002518e+00
7.929667e+02	6.010813e+00
7.968729e+02	6.019107e+00
8.007792e+02	6.024637e+00
8.046854e+02	6.035697e+00
8.085916e+02	6.035697e+00
8.124978e+02	6.043991e+00
8.164041e+02	6.043991e+00
8.203103e+02	6.049521e+00
8.242165e+02	6.060580e+00
8.281227e+02	6.063345e+00
8.320289e+02	6.068874e+00
8.359352e+02	6.068874e+00
8.398414e+02	6.077169e+00
8.437476e+02	6.085464e+00
8.476538e+02	6.088228e+00
8.515601e+02	6.096524e+00
8.554663e+02	6.104818e+00
8.593725e+02	6.115877e+00
8.632787e+02	6.118642e+00
8.671850e+02	6.129701e+00
8.710912e+02	6.135231e+00
8.749974e+02	6.135231e+00
8.789036e+02	6.146291e+00
8.828098e+02	6.151820e+00
8.867161e+02	6.157350e+00
8.906223e+02	6.165645e+00
8.945285e+02	6.168410e+00
8.984347e+02	6.179469e+00
9.023410e+02	6.179469e+00
9.062472e+02	6.193293e+00
9.101534e+02	6.193293e+00
9.140596e+02	6.201588e+00
9.179658e+02	6.201588e+00
9.218721e+02	6.218177e+00
9.257783e+02	6.220942e+00
9.296845e+02	6.220942e+00
9.335907e+02	6.232002e+00
9.374970e+02	6.240296e+00
9.414032e+02	6.243061e+00
9.453094e+02	6.251356e+00
9.492156e+02	6.251356e+00
9.531219e+02	6.265180e+00
9.570281e+02	6.270710e+00
9.609344e+02	6.273475e+00
9.648406e+02	6.281769e+00
9.687469e+02	6.287299e+00
9.726532e+02	6.295594e+00
9.765595e+02	6.301123e+00
9.804658e+02	6.306653e+00
9.843720e+02	6.314948e+00
9.882783e+02	6.326007e+00
9.921846e+02	6.328772e+00
9.960909e+02	6.331536e+00
