    nm         	uN
7.812500e+00	6.703244e+00
1.171875e+01	6.715004e+00
1.562500e+01	6.722844e+00
1.953125e+01	6.718924e+00
2.343750e+01	6.726764e+00
2.734375e+01	6.734605e+00
3.125000e+01	6.734605e+00
3.515625e+01	6.742444e+00
3.906250e+01	6.742444e+00
4.296875e+01	6.746364e+00
4.687501e+01	6.754205e+00
5.078126e+01	6.758125e+00
5.468751e+01	6.762044e+00
5.859376e+01	6.765965e+00
6.250001e+01	6.773805e+00
6.640626e+01	6.777725e+00
7.031251e+01	6.777725e+00
7.421876e+01	6.781645e+00
7.812501e+01	6.785565e+00
8.203126e+01	6.785565e+00
8.593751e+01	6.797325e+00
8.984377e+01	6.801245e+00
9.375002e+01	6.809085e+00
9.765627e+01	6.816925e+00
1.015625e+02	6.816925e+00
1.054688e+02	6.820845e+00
1.093750e+02	6.832605e+00
1.132813e+02	6.840445e+00
1.171875e+02	6.840445e+00
1.210938e+02	6.856125e+00
1.250000e+02	6.848285e+00
1.289063e+02	6.852205e+00
1.328125e+02	6.860045e+00
1.367188e+02	6.871805e+00
1.406250e+02	6.871805e+00
1.445313e+02	6.863965e+00
1.484375e+02	6.879645e+00
1.523438e+02	6.887485e+00
1.562500e+02	6.895325e+00
1.601563e+02	6.891406e+00
1.640625e+02	6.903165e+00
1.679688e+02	6.903165e+00
1.718750e+02	6.911006e+00
1.757813e+02	6.918845e+00
1.796875e+02	6.922766e+00
1.835938e+02	6.930606e+00
1.875000e+02	6.934526e+00
1.914063e+02	6.942366e+00
1.953126e+02	6.942366e+00
1.992188e+02	6.950206e+00
2.031251e+02	6.954126e+00
2.070313e+02	6.961966e+00
2.109376e+02	6.969806e+00
2.148438e+02	6.973726e+00
2.187501e+02	6.981566e+00
2.226563e+02	6.985486e+00
2.265626e+02	6.993326e+00
2.304688e+02	6.993326e+00
2.343751e+02	7.001166e+00
2.382813e+02	7.009006e+00
2.421876e+02	7.016846e+00
2.460938e+02	7.016846e+00
2.500001e+02	7.028606e+00
2.539063e+02	7.024686e+00
2.578126e+02	7.032526e+00
2.617188e+02	7.048206e+00
2.656251e+02	7.048206e+00
2.695313e+02	7.048206e+00
2.734376e+02	7.063886e+00
2.773438e+02	7.067807e+00
2.812501e+02	7.071726e+00
2.851563e+02	7.079567e+00
2.890626e+02	7.079567e+00
2.929688e+02	7.095246e+00
2.968751e+02	7.091327e+00
3.007813e+02	7.107007e+00
3.046876e+02	7.110927e+00
3.085938e+02	7.114847e+00
3.125001e+02	7.122687e+00
3.164063e+02	7.134447e+00
3.203126e+02	7.138367e+00
3.242188e+02	7.138367e+00
3.281251e+02	7.150127e+00
3.320313e+02	7.154047e+00
3.359376e+02	7.161887e+00
3.398438e+02	7.173647e+00
3.437501e+02	7.181487e+00
3.476563e+02	7.193247e+00
3.515626e+02	7.197167e+00
3.554688e+02	7.201087e+00
3.593751e+02	7.212847e+00
3.632813e+02	7.220687e+00
3.671876e+02	7.224608e+00
3.710938e+02	7.228527e+00
3.750001e+02	7.236368e+00
3.789063e+02	7.240288e+00
3.828126e+02	7.252047e+00
3.867189e+02	7.255968e+00
3.906251e+02	7.263808e+00
