    nm         	uN
3.945314e+02	7.275568e+00
3.984376e+02	7.283408e+00
4.023439e+02	7.287328e+00
4.062501e+02	7.295168e+00
4.101564e+02	7.303008e+00
4.140626e+02	7.314768e+00
4.179689e+02	7.322608e+00
4.218751e+02	7.322608e+00
4.257814e+02	7.334369e+00
4.296876e+02	7.342208e+00
4.335939e+02	7.353968e+00
4.375001e+02	7.361808e+00
4.414064e+02	7.369648e+00
4.453126e+02	7.381409e+00
4.492189e+02	7.385328e+00
4.531251e+02	7.389248e+00
4.570314e+02	7.401009e+00
4.609376e+02	7.401009e+00
4.648439e+02	7.412769e+00
4.687501e+02	7.428449e+00
4.726564e+02	7.432369e+00
4.765626e+02	7.444129e+00
4.804689e+02	7.448049e+00
4.843751e+02	7.455889e+00
4.882813e+02	7.467649e+00
4.921876e+02	7.475489e+00
4.960938e+02	7.479409e+00
5.000000e+02	7.491170e+00
5.039062e+02	7.499009e+00
5.078124e+02	7.506850e+00
5.117187e+02	7.514690e+00
5.156249e+02	7.526449e+00
5.195311e+02	7.538210e+00
5.234373e+02	7.546049e+00
5.273436e+02	7.549970e+00
5.312498e+02	7.561729e+00
5.351560e+02	7.577410e+00
5.390622e+02	7.581330e+00
5.429685e+02	7.585250e+00
5.468747e+02	7.604850e+00
5.507809e+02	7.608770e+00
5.546871e+02	7.616610e+00
5.585933e+02	7.620530e+00
5.624996e+02	7.636210e+00
5.664058e+02	7.644050e+00
5.703120e+02	7.647970e+00
5.742182e+02	7.663651e+00
5.781245e+02	7.667571e+00
5.820307e+02	7.675410e+00
5.859369e+02	7.695011e+00
5.898431e+02	7.702851e+00
5.937493e+02	7.702851e+00
5.976556e+02	7.718530e+00
6.015618e+02	7.734211e+00
6.054680e+02	7.738131e+00
6.093742e+02	7.742051e+00
6.132805e+02	7.757732e+00
6.171867e+02	7.769491e+00
6.210929e+02	7.777331e+00
6.249991e+02	7.789091e+00
6.289054e+02	7.804771e+00
6.328116e+02	7.816531e+00
6.367178e+02	7.812611e+00
6.406240e+02	7.820451e+00
6.445302e+02	7.836132e+00
6.484365e+02	7.847892e+00
6.523427e+02	7.855731e+00
6.562489e+02	7.863572e+00
6.601551e+02	7.867492e+00
6.640614e+02	7.887092e+00
6.679676e+02	7.898852e+00
6.718738e+02	7.906692e+00
6.757800e+02	7.922372e+00
6.796863e+02	7.926293e+00
6.835925e+02	7.941972e+00
6.874987e+02	7.953732e+00
6.914049e+02	7.965492e+00
6.953111e+02	7.969412e+00
6.992174e+02	7.981173e+00
7.031236e+02	7.989012e+00
7.070298e+02	8.000772e+00
7.109360e+02	8.016453e+00
7.148423e+02	8.024293e+00
7.187485e+02	8.032132e+00
7.226547e+02	8.039972e+00
7.265609e+02	8.055653e+00
7.304671e+02	8.063493e+00
7.343734e+02	8.079173e+00
7.382796e+02	8.090933e+00
7.421858e+02	8.094853e+00
7.460920e+02	8.110534e+00
7.499983e+02	8.126213e+00
7.539045e+02	8.137974e+00
7.578107e+02	8.145814e+00
7.617169e+02	8.153654e+00
7.656232e+02	8.169333e+00
7.695294e+02	8.185014e+00
7.734356e+02	8.192854e+00
7.773418e+02	8.204614e+00
7.812480e+02	8.208534e+00
7.851543e+02	8.228134e+00
7.890605e+02	8.243815e+00
7.929667e+02	8.251654e+00
7.968729e+02	8.263415e+00
8.007792e+02	8.279095e+00
8.046854e+02	8.290855e+00
8.085916e+02	8.298695e+00
8.124978e+02	8.306535e+00
8.164041e+02	8.322214e+00
8.203103e+02	8.337895e+00
8.242165e+02	8.337895e+00
8.281227e+02	8.357494e+00
8.320289e+02	8.369255e+00
8.359352e+02	8.377095e+00
8.398414e+02	8.384935e+00
8.437476e+02	8.396695e+00
8.476538e+02	8.416295e+00
8.515601e+02	8.416295e+00
8.554663e+02	8.435895e+00
8.593725e+02	8.443735e+00
8.632787e+02	8.455496e+00
8.671850e+02	8.471176e+00
8.710912e+02	8.486856e+00
8.749974e+02	8.494696e+00
8.789036e+02	8.510376e+00
8.828098e+02	8.522136e+00
8.867161e+02	8.537816e+00
8.906223e+02	8.545656e+00
8.945285e+02	8.549577e+00
8.984347e+02	8.565256e+00
9.023410e+02	8.577017e+00
9.062472e+02	8.584857e+00
9.101534e+02	8.604457e+00
9.140596e+02	8.616217e+00
9.179658e+02	8.627977e+00
9.218721e+02	8.639738e+00
9.257783e+02	8.651497e+00
9.296845e+02	8.659337e+00
9.335907e+02	8.671096e+00
9.374970e+02	8.686777e+00
9.414032e+02	8.702457e+00
9.453094e+02	8.710297e+00
9.492156e+02	8.718137e+00
9.531219e+02	8.741657e+00
9.570281e+02	8.749497e+00
9.609344e+02	8.753417e+00
9.648406e+02	8.773018e+00
9.687469e+02	8.788697e+00
9.726532e+02	8.796537e+00
9.765595e+02	8.800458e+00
9.804658e+02	8.820058e+00
9.843720e+02	8.831818e+00
9.882783e+02	8.843578e+00
9.921846e+02	8.859258e+00
9.960909e+02	8.874938e+00
