    um         	uN
7.500000e-01	1.238659e+00
7.617188e-01	1.241424e+00
7.734375e-01	1.233129e+00
7.851562e-01	1.219305e+00
7.968749e-01	1.211010e+00
8.085937e-01	1.194421e+00
8.203124e-01	1.202715e+00
8.320311e-01	1.202715e+00
8.437498e-01	1.219305e+00
8.554686e-01	1.227599e+00
8.671873e-01	1.235894e+00
8.789060e-01	1.246953e+00
8.906247e-01	1.258013e+00
9.023435e-01	1.277367e+00
9.140622e-01	1.282897e+00
9.257809e-01	1.302251e+00
9.374996e-01	1.324369e+00
9.492184e-01	1.340959e+00
9.609371e-01	1.357548e+00
9.726558e-01	1.365842e+00
9.843745e-01	1.387961e+00
9.960933e-01	1.401786e+00
1.007812e+00	1.407315e+00
1.019531e+00	1.421140e+00
1.031249e+00	1.434964e+00
1.042968e+00	1.443259e+00
1.054687e+00	1.454318e+00
1.066406e+00	1.468142e+00
1.078124e+00	1.484731e+00
1.089843e+00	1.493026e+00
1.101562e+00	1.509615e+00
1.113281e+00	1.526205e+00
1.124999e+00	1.542794e+00
1.136718e+00	1.553853e+00
1.148437e+00	1.567677e+00
1.160155e+00	1.581502e+00
1.171874e+00	1.603621e+00
1.183593e+00	1.620210e+00
1.195312e+00	1.634034e+00
1.207030e+00	1.656153e+00
1.218749e+00	1.667213e+00
1.230468e+00	1.686567e+00
1.242186e+00	1.703156e+00
1.253905e+00	1.722510e+00
1.265624e+00	1.741864e+00
1.277343e+00	1.750158e+00
1.289061e+00	1.763983e+00
1.300780e+00	1.780572e+00
1.312499e+00	1.794396e+00
1.324218e+00	1.813750e+00
1.335936e+00	1.822045e+00
1.347655e+00	1.833104e+00
1.359374e+00	1.855223e+00
1.371092e+00	1.874577e+00
1.382811e+00	1.893931e+00
1.394530e+00	1.913285e+00
1.406249e+00	1.921580e+00
1.417967e+00	1.927109e+00
1.429686e+00	1.946464e+00
1.441405e+00	1.957523e+00
1.453124e+00	1.971347e+00
1.464842e+00	1.987937e+00
1.476561e+00	2.007291e+00
1.488280e+00	2.023880e+00
1.499998e+00	2.026645e+00
1.511717e+00	2.043234e+00
1.523436e+00	2.051529e+00
1.535155e+00	2.070882e+00
1.546873e+00	2.079177e+00
1.558592e+00	2.095766e+00
1.570311e+00	2.109591e+00
1.582030e+00	2.126180e+00
1.593748e+00	2.137239e+00
1.605467e+00	2.148299e+00
1.617186e+00	2.167653e+00
1.628904e+00	2.173183e+00
1.640623e+00	2.189772e+00
1.652342e+00	2.200831e+00
1.664061e+00	2.211890e+00
1.675779e+00	2.222950e+00
1.687498e+00	2.234009e+00
1.699217e+00	2.245069e+00
1.710936e+00	2.256128e+00
1.722654e+00	2.275483e+00
1.734373e+00	2.283777e+00
1.746092e+00	2.297601e+00
1.757810e+00	2.316955e+00
1.769529e+00	2.333544e+00
1.781248e+00	2.347369e+00
1.792967e+00	2.366723e+00
1.804685e+00	2.386077e+00
1.816404e+00	2.397137e+00
1.828123e+00	2.399901e+00
1.839842e+00	2.413725e+00
1.851560e+00	2.424785e+00
1.863279e+00	2.444139e+00
1.874998e+00	2.457963e+00
1.886716e+00	2.474553e+00
1.898435e+00	2.493907e+00
1.910154e+00	2.513261e+00
1.921873e+00	2.532615e+00
1.933592e+00	2.557498e+00
1.945310e+00	2.565793e+00
1.957029e+00	2.574088e+00
1.968748e+00	2.596207e+00
1.980467e+00	2.604501e+00
1.992186e+00	2.615561e+00
2.003905e+00	2.634915e+00
2.015624e+00	2.654269e+00
2.027342e+00	2.662563e+00
2.039061e+00	2.676388e+00
2.050780e+00	2.692977e+00
2.062499e+00	2.701271e+00
2.074218e+00	2.720625e+00
2.085937e+00	2.737215e+00
2.097655e+00	2.753804e+00
2.109374e+00	2.773158e+00
2.121093e+00	2.792512e+00
2.132812e+00	2.811866e+00
2.144531e+00	2.828455e+00
2.156250e+00	2.850574e+00
2.167968e+00	2.867163e+00
2.179687e+00	2.883752e+00
2.191406e+00	2.903106e+00
2.203125e+00	2.916931e+00
2.214844e+00	2.936285e+00
2.226563e+00	2.947344e+00
2.238281e+00	2.961169e+00
2.250000e+00	2.977758e+00
2.261719e+00	2.999876e+00
2.273438e+00	3.016466e+00
2.285157e+00	3.033055e+00
2.296876e+00	3.057939e+00
2.308595e+00	3.068998e+00
2.320313e+00	3.085587e+00
2.332032e+00	3.099412e+00
2.343751e+00	3.121530e+00
2.355470e+00	3.138120e+00
2.367189e+00	3.154709e+00
2.378908e+00	3.179593e+00
2.390626e+00	3.190652e+00
2.402345e+00	3.210006e+00
2.414064e+00	3.229360e+00
2.425783e+00	3.251479e+00
2.437502e+00	3.270833e+00
2.449221e+00	3.290187e+00
2.460939e+00	3.312306e+00
2.472658e+00	3.328895e+00
2.484377e+00	3.348249e+00
2.496096e+00	3.370368e+00
2.507815e+00	3.389722e+00
2.519534e+00	3.414606e+00
2.531252e+00	3.439490e+00
2.542971e+00	3.464374e+00
2.554690e+00	3.492022e+00
2.566409e+00	3.519671e+00
2.578128e+00	3.544554e+00
2.589847e+00	3.569438e+00
2.601565e+00	3.594322e+00
2.613284e+00	3.621971e+00
2.625003e+00	3.638560e+00
2.636722e+00	3.660679e+00
2.648441e+00	3.671738e+00
2.660160e+00	3.693857e+00
2.671879e+00	3.710447e+00
2.683597e+00	3.735330e+00
2.695316e+00	3.743625e+00
2.707035e+00	3.768509e+00
2.718754e+00	3.782333e+00
2.730473e+00	3.796157e+00
2.742192e+00	3.821041e+00
2.753910e+00	3.840395e+00
2.765629e+00	3.851454e+00
2.777348e+00	3.868044e+00
2.789067e+00	3.884633e+00
2.800786e+00	3.901222e+00
2.812505e+00	3.917811e+00
2.824223e+00	3.942695e+00
2.835942e+00	3.959284e+00
2.847661e+00	3.978638e+00
2.859380e+00	3.997992e+00
2.871099e+00	4.011817e+00
2.882818e+00	4.028406e+00
2.894536e+00	4.050525e+00
2.906255e+00	4.083703e+00
2.917974e+00	4.103057e+00
2.929693e+00	4.116881e+00
2.941412e+00	4.139000e+00
2.953131e+00	4.166649e+00
2.964850e+00	4.191533e+00
2.976568e+00	4.205357e+00
2.988287e+00	4.235771e+00
