date,branch,file,source_path,direction,time_direction,n_points,sample,linker,surfactant,scan_size_nm,displacement_nm,setpoint,probe_model,probe_radius_nm,cantilever_stiffness_N_m,baseline_slope,baseline_intercept,baseline_points,baseline_status,min_force_nN,max_force_nN,snap_f_nN,snap_z_nm,contact_z_nm,contact_f_nN,pull_off_f_nN,pull_off_z_nm,repulsive_points,max_indentation_nm,loading_stiffness_nN_per_nm,max_repulsive_force_nN,work_area_nN_nm,warnings,valid
20260415,extend,linker1-PFPE-OH-1500nm-3.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker1-PFPE-OH-1500nm-3.spm - NanoScope Analysis.txt,inc,inc,228,linker1,linker1,PFPE-OH,,1500.0,,RTESPA-150,8.0,7.0,0.005881016526632522,19.128138321157792,34,OK_extend_edge,-1.2169079973100878,0.3722016353655171,-1.2169079973100878,1494.143,1494.143,-1.2169079973100878,,,0,,,0.3722016353655171,43.25644920358642,missing_setpoint,True
20260415,retract,linker1-PFPE-OH-1500nm-3.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/retract/linker1-PFPE-OH-1500nm-3.spm - NanoScope Analysis.txt,dec,dec,256,linker1,linker1,PFPE-OH,,1500.0,,RTESPA-150,8.0,7.0,0.005931745834870516,19.397945110859123,17,OK,-6.314847498371211,5.895908372189943,,,,,-6.314847498371211,1482.424,0,,,,217.95930780301484,missing_setpoint,True
20260415,extend,linker1-PFPE-OH-1500nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker1-PFPE-OH-1500nm.spm - NanoScope Analysis.txt,inc,inc,224,linker1,linker1,PFPE-OH,,1500.0,,RTESPA-150,8.0,7.0,0.005611578828057939,18.932037662822005,34,OK_extend_edge,-1.022028887712981,0.7538383870638619,-1.022028887712981,1494.143,1494.143,-1.022028887712981,,,0,,,0.7538383870638619,338.0670770170863,missing_setpoint,True
20260415,retract,linker1-PFPE-OH-1500nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/retract/linker1-PFPE-OH-1500nm.spm - NanoScope Analysis.txt,dec,dec,256,linker1,linker1,PFPE-OH,,1500.0,,RTESPA-150,8.0,7.0,0.005554150021540523,19.137012667936524,17,OK,-4.11648795946871,5.913422956428857,,,,,-4.11648795946871,1482.424,0,,,,-171.89598000066812,missing_setpoint,True
20260415,extend,linker1-PFPE-OH-1800nm-2.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker1-PFPE-OH-1800nm-2.spm - NanoScope Analysis.txt,inc,inc,232,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.005743896065703577,15.806628194486253,35,OK_extend_edge,-0.7609002428911218,0.29853965470076815,-0.7609002428911218,1792.975,1792.975,-0.7609002428911218,,,0,,,0.29853965470076815,115.72181378896026,missing_setpoint,True
20260415,retract,linker1-PFPE-OH-1800nm-2.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/retract/linker1-PFPE-OH-1800nm-2.spm - NanoScope Analysis.txt,dec,dec,256,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.004053811256111807,15.993648826464309,15,OK,-4.492454662638398,4.481408936608624,,,,,-4.492454662638398,1785.943,0,,,,-2523.6927017886965,missing_setpoint,True
20260415,extend,linker1-PFPE-OH-1800nm-3.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker1-PFPE-OH-1800nm-3.spm - NanoScope Analysis.txt,inc,inc,230,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.006118958289757342,15.645964988847105,34,OK_extend_edge,-0.7071257137312017,0.793785771575223,-0.7071257137312017,1785.943,1792.975,0.793785771575223,,,1,,,0.793785771575223,-232.7175853835752,missing_setpoint,True
20260415,retract,linker1-PFPE-OH-1800nm-3.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/retract/linker1-PFPE-OH-1800nm-3.spm - NanoScope Analysis.txt,dec,dec,256,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.005815350474794986,15.982957263437749,15,OK,-6.565504007256244,5.775504719016713,,,,,-6.565504007256244,1778.912,0,,,,122.00161483923748,missing_setpoint,True
20260415,extend,linker1-PFPE-OH-1800nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/extend/linker1-PFPE-OH-1800nm.spm - NanoScope Analysis.txt,inc,inc,226,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.00578964320894356,15.813480382964016,34,OK_extend_edge,-0.6902931444743068,2.5231440844804034,-0.6902931444743068,1785.943,1792.975,2.5231440844804034,,,1,,,2.5231440844804034,55.8660832039113,missing_setpoint,True
20260415,retract,linker1-PFPE-OH-1800nm.spm - NanoScope Analysis.txt,/Users/kejunliu/Desktop/Research_Data/AFM/JJS_project/RealRaw/20260415/retract/linker1-PFPE-OH-1800nm.spm - NanoScope Analysis.txt,dec,dec,256,linker1,linker1,PFPE-OH,,1800.0,,RTESPA-150,8.0,7.0,0.005610199959098116,15.848952531446866,15,OK,-7.396724561086014,7.251209196889189,,,,,-7.396724561086014,1778.912,0,,,,-360.0052969081595,missing_setpoint,True
