event_index,start_idx,end_idx,delta_nm,pre_level_nN,post_level_nN,drop_nN,threshold_nN,noise_nN,event_type,recovered,curve_id,date,file,group,displacement_nm,setpoint
0,195,198,6960.917328246292,751.0014722077912,578.7420804328997,172.25939177489147,59.81296653852805,7.808003921760979,recoverable_slip,True,20260416::k80-linker1-PFNA-50nm-9000nm-10uN - NanoScope Analysis.txt,20260416,k80-linker1-PFNA-50nm-9000nm-10uN - NanoScope Analysis.txt,k80-linker1-PFNA,9000.0,10uN
0,34,37,1156.2497925382022,246.64736147186107,35.90733073593068,210.7400307359304,59.09218894132762,11.818437788265523,recoverable_slip,True,20260416::k80-linker1-paa-50nm-8000nm-10uN - NanoScope Analysis.txt,20260416,k80-linker1-paa-50nm-8000nm-10uN - NanoScope Analysis.txt,k80-linker1-paa,8000.0,10uN
0,104,107,5015.614350201872,598.5076852813844,441.0062034632028,157.50148181818162,50.0,4.303123997746761,recoverable_slip,True,20260416::k80-linker1-paa-50nm-12000nm-10uN - NanoScope Analysis.txt,20260416,k80-linker1-paa-50nm-12000nm-10uN - NanoScope Analysis.txt,k80-linker1-paa,12000.0,10uN
