point_idx,delta_nm,raw_force_nN,stitched_force_nN,segment_id,cumulative_offset_nN,used_for_fit,date,file,group,sample,linker,surfactant,displacement_nm,setpoint,curve_id,rupture_idx
33,64.45250058780947,4.1258853338068135,4.1258853338068135,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
34,66.40552973437437,5.321859379446657,5.321859379446657,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
35,68.35873373897294,4.593827189470822,4.593827189470822,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
36,70.31184612500009,4.507124999494984,4.507124999494984,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
37,72.2648770724558,4.990492809519139,4.990492809519139,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
38,74.21806231044926,5.093826855158987,5.093826855158987,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
39,76.17121880790498,4.69834466518315,4.69834466518315,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
40,78.12423618250355,5.276722475207315,5.276722475207315,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
41,80.07728568906845,6.330176520847161,6.330176520847161,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
42,82.03042861509559,6.029694330871315,6.029694330871315,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
43,83.98351724826558,6.109262140895481,6.109262140895481,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
44,85.93653801572131,6.663889950919646,6.663889950919646,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
45,87.88969950085763,6.933493996559491,6.933493996559491,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
46,89.84271348117049,7.535631806583659,7.535631806583659,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
47,91.79575121576906,7.971489616607819,7.971489616607819,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
48,93.74886699465335,7.861037426631981,7.861037426631981,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
49,95.7019707926468,8.534451472271826,8.534451472271826,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
50,97.6551103258168,8.257719282295994,8.257719282295994,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
51,99.6082159247011,8.218527092320151,8.218527092320151,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
52,101.56118918644253,9.105694902344311,9.105694902344311,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
53,103.51438121015028,9.16152894798416,9.16152894798416,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
54,105.46741215903457,9.644886758008319,9.644886758008319,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
55,107.42036166649028,10.698334568032479,10.698334568032479,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
56,109.373579243946,9.875292378056649,9.875292378056649,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
57,111.32664571622517,10.809986423696493,10.809986423696493,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
58,113.27977167653803,10.62826423372065,10.62826423372065,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
59,115.23274154542233,11.539182043744816,11.539182043744816,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
60,117.1859048300209,11.096189853768976,11.096189853768976,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
61,119.13899844944294,11.84085389940882,11.84085389940882,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
62,121.09202939689865,12.324221709432983,12.324221709432983,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
63,123.04513499578294,12.285029519457147,12.285029519457147,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
64,124.99821684181009,12.412107329481309,12.412107329481309,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
65,126.9513274269464,13.038011375121151,13.038011375121151,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
66,128.90435158868786,13.56887918514532,13.56887918514532,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
67,130.857484334715,13.339656995169477,13.339656995169477,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
68,132.8104847421707,14.03680480519364,14.03680480519364,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
69,134.76363265444988,14.401418850833494,14.401418850833494,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
70,136.71671789333416,14.504746660857649,14.504746660857649,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
71,138.66976241364705,14.893104470881816,14.893104470881816,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
72,140.62279336110277,15.376472280905972,15.376472280905972,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
73,142.57602949766763,15.123516326545818,15.123516326545818,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
74,144.52899936655194,16.034434136569978,16.034434136569978,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
75,146.48207442543622,16.20902194659414,16.20902194659414,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
76,148.43516305860624,16.2885897566183,16.2885897566183,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
77,150.38834150945684,16.43943380225815,16.43943380225815,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
78,152.34135209691254,17.065321612282318,17.065321612282318,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
79,154.29429821293968,18.142509422306475,18.142509422306475,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
80,156.24742417182398,17.96079723233064,17.96079723233064,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
81,158.2004279735654,18.6341850423548,18.6341850423548,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
82,160.15350303387822,18.808762852378955,18.808762852378955,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
83,162.1065882727625,18.912090662403124,18.912090662403124,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
84,164.05974636504175,19.205444708042968,19.205444708042968,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
85,166.01269926678316,20.235132518067132,20.235132518067132,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
86,167.9657878999531,20.31470032809129,20.31470032809129,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
87,169.91886974598032,20.44177813811546,20.44177813811546,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
88,171.87191766057884,20.80637594813961,20.80637594813961,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
89,173.82497914660598,21.07597375816377,21.07597375816377,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
90,175.77799312691883,21.678111568187937,21.678111568187937,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
91,177.73107158008884,21.82893937821209,21.82893937821209,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
92,179.68405502183026,22.644847188236255,22.644847188236255,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
93,181.63721989982372,22.890701233876108,22.890701233876108,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
94,183.59008457727944,24.537959043900265,24.537959043900265,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
95,185.54325125473517,24.071216853924426,24.071216853924426,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
96,187.4962448764766,24.815864663948588,24.815864663948588,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
97,189.4493538696466,24.752912473972756,24.752912473972756,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
98,191.40246964853088,24.64246028399691,24.64246028399691,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
99,193.3555107759866,25.05456809402108,25.05456809402108,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
100,195.30850439772803,25.799215904045234,25.799215904045234,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
101,197.26151159232654,26.448853714069386,26.448853714069386,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
102,199.2147205831772,26.38591775970925,26.38591775970925,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
103,201.16773117063292,27.011805569733404,27.011805569733404,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
104,203.12076890380294,27.447673379757568,27.447673379757568,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
105,205.07390164983002,27.218451189781725,27.218451189781725,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
106,207.0269156301429,27.820588999805885,27.820588999805885,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
107,208.97996015045575,28.208946809830046,28.208946809830046,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
108,210.9328893007686,29.404894619854204,29.404894619854204,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
109,212.8860661582243,28.86689242987837,28.86689242987837,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
110,214.83926157621778,28.898966475518222,28.898966475518222,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
111,216.7922416236735,29.738634285542375,29.738634285542375,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
112,218.74526578541494,30.269502095566544,30.269502095566544,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
113,220.69818136144207,31.5604699055907,31.5604699055907,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
114,222.6511817688978,32.257617715614856,32.257617715614856,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
115,224.60430433492493,32.09965552563902,32.09965552563902,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
116,226.5574370795235,31.870443335663182,31.870443335663182,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
117,228.51038319555067,32.947631145687346,32.947631145687346,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
118,230.46347522157774,33.0034489557115,33.0034489557115,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
119,232.41669099957127,32.89300300135135,32.89300300135135,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
120,234.3696371155984,33.97019081137552,33.97019081137552,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
121,236.32260698305413,34.88111862139968,34.88111862139968,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
122,238.27583813336693,33.96306643142384,33.96306643142384,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
123,240.22883854082264,34.660214241447996,34.660214241447996,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
124,242.18186948827838,35.14358205147215,35.14358205147215,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
125,244.1348563243055,35.93572986149632,35.93572986149632,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
126,246.08800603604695,35.587747671520475,35.587747671520475,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
127,248.04099965635982,36.33240548154464,36.33240548154464,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
128,249.99411024149612,36.95830952718449,36.95830952718449,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
129,251.94725995466612,36.61031733720865,36.61031733720865,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
130,253.9003553735504,36.642385147232815,36.642385147232815,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
131,255.8533150624347,37.62456295725697,37.62456295725697,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
132,257.8063426170333,38.13168076728114,38.13168076728114,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
133,259.7594380359176,38.1637485773053,38.1637485773053,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
134,261.712452017659,38.76587638732946,38.76587638732946,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
135,263.6653879522575,39.91433419735361,39.91433419735361,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
136,265.6185410582847,39.54259200737777,39.54259200737777,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
137,267.5716686105639,40.049726053017636,40.049726053017636,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
138,269.52466223087674,40.794383863041794,40.794383863041794,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
139,271.4775879869038,42.01409167306594,42.01409167306594,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
140,273.4308123515024,41.14353948309011,41.14353948309011,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
141,275.38382633181527,41.74567729311427,41.74567729311427,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
142,277.33675887355673,42.91788510313843,42.91788510313843,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
143,279.2898576881553,42.92618291316259,42.92618291316259,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
144,281.24276308275387,44.28842072318675,44.28842072318675,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
145,283.1959720736045,44.225484768826604,44.225484768826604,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
146,285.14903695391735,44.47132257885076,44.47132257885076,0,0.0,True,20260415,linker2-paa-.500nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,500.0,,20260415::linker2-paa-.500nm.spm - NanoScope Analysis.txt,
