point_idx,delta_nm,raw_force_nN,stitched_force_nN,segment_id,cumulative_offset_nN,used_for_fit,date,file,group,sample,linker,surfactant,displacement_nm,setpoint,curve_id,rupture_idx
0,-0.00014199714893598728,0.993980042551911,0.993980042551911,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
1,1.953028892267464,1.1977541280186657,1.1977541280186657,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
2,3.9061235275186825,1.2353073695326415,1.2353073695326415,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
3,5.859235127055615,1.1541106110466473,1.1541106110466473,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
4,7.812350120878206,1.0491538525606785,1.0491538525606785,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
5,9.76550244184371,0.6829070940746931,0.6829070940746931,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
6,11.718451167094928,1.741830335588702,1.741830335588702,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
7,13.671389710917575,2.8720235771026807,2.8720235771026807,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
8,15.624480950454508,2.933346818616684,2.933346818616684,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
9,17.577521294277155,3.3509400601306822,3.3509400601306822,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
10,19.530732902264926,3.2696841455974663,3.2696841455974663,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
11,21.483841110373287,3.2122273871114686,3.2122273871114686,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
12,23.436990035624508,2.869750628625482,2.869750628625482,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
13,25.390074492304297,2.9785538701394643,2.9785538701394643,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
14,27.34312162041266,3.3486571116534662,3.3486571116534662,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
15,29.29633162709245,2.578610353167477,2.578610353167477,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
16,31.24942626234367,2.616163594681481,2.616163594681481,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
17,33.20244963759483,3.152536836195509,3.152536836195509,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
18,35.1556442784398,3.1900509216622623,3.1900509216622623,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
19,37.10886785797673,2.3249941631762425,2.3249941631762425,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
20,39.061918380370805,2.6713374046902487,2.6713374046902487,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
21,41.015029981336255,2.590130646204287,2.590130646204287,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
22,42.96811104373033,2.722693887718293,2.722693887718293,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
23,44.921195498981554,2.831507129232307,2.831507129232307,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
24,46.87422905423277,3.296620370746311,3.296620370746311,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
25,48.827164203769705,4.4505736122602855,4.4505736122602855,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
26,50.78026901902092,4.4168668537742946,4.4168668537742946,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
27,52.73347044700869,4.406870939241074,4.406870939241074,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
28,54.68662955511705,3.993114180755086,3.993114180755086,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
29,56.63971061608256,4.125687422269081,4.125687422269081,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
30,58.5928357899052,3.9494706637830888,3.9494706637830888,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
31,60.54583541372785,4.652103905297068,4.652103905297068,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
32,62.498977554693354,4.357117146811078,4.357117146811078,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
33,64.452092548516,4.2521603883250805,4.2521603883250805,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
34,66.40490214805288,6.284963629839112,6.284963629839112,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
35,68.35797982330409,6.4412368713531265,6.4412368713531265,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
36,70.31120839700621,6.241220956819873,6.241220956819873,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
37,72.26424873511458,6.658854198333856,6.658854198333856,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
38,74.21735015893717,6.648887439847897,6.648887439847897,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
39,76.17047872561696,6.448920681361898,6.448920681361898,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
40,78.12360389229674,6.272753922875907,6.272753922875907,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
41,80.07671888754797,6.167787164389907,6.167787164389907,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
42,82.02975243994204,6.632920405903889,6.632920405903889,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
43,83.98283690662183,6.741653647417891,6.741653647417891,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
44,85.93579241615876,7.753086888931904,7.753086888931904,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
45,87.88883096128939,8.883270974398684,8.883270974398684,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
46,89.84196631368347,8.635804215912685,8.635804215912685,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
47,91.79515935179182,7.984537457426697,7.984537457426697,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
48,93.7480945041859,9.13847069894068,9.13847069894068,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
49,95.7011212708657,9.651103940454675,9.651103940454675,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
50,97.65406999468834,10.710037181968687,10.710037181968687,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
51,99.60711713279665,11.080070423482724,11.080070423482724,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
52,101.56025248519072,10.832603664996725,10.832603664996725,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
53,103.51345730174998,10.798887750463479,10.798887750463479,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
54,105.46655193985833,10.83642099197749,10.83642099197749,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
55,107.4196194351095,11.0639542334915,11.0639542334915,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
56,109.37266655893215,11.434087475005498,11.434087475005498,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
57,111.32570011132623,11.899220716519508,11.899220716519508,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
58,113.27890672086316,11.152953958033521,11.152953958033521,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
59,115.23203190182866,10.976687199547527,10.976687199547527,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
60,117.18505866850845,11.489320441061508,11.489320441061508,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
61,119.13823813518825,10.933053682575505,10.933053682575505,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
62,121.09144973746173,10.851837768042273,10.851837768042273,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
63,123.04456813271294,10.723071009556307,10.723071009556307,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
64,124.99766615653559,10.7369042510703,10.7369042510703,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
65,126.95054702321538,12.270837492584306,12.270837492584306,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
66,128.9035670041809,12.830970734098273,12.830970734098273,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
67,130.85670914228925,12.536003975612303,12.536003975612303,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
68,132.809790208969,12.668537217126314,12.668537217126314,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
69,134.76286787564877,12.82487045864032,12.82487045864032,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
70,136.71578605661426,14.097603700154352,14.097603700154352,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
71,138.6688585446021,14.990187785621117,14.990187785621117,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
72,140.62193281128182,15.170321027135117,15.170321027135117,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
73,142.57504780653306,15.065354268649116,15.065354268649116,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
74,144.52813904464142,15.126687510163123,15.126687510163123,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
75,146.48134226846406,14.40412075167714,14.40412075167714,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
76,148.43441993514386,14.560453993191146,14.560453993191146,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
77,150.38753493039508,14.455487234705089,14.455487234705089,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
78,152.340690639932,14.065520476219092,14.065520476219092,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
79,154.29374116375465,14.411853717733095,14.411853717733095,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
80,156.24685098031387,15.043137803199869,15.043137803199869,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
81,158.1999015041365,15.3894710447139,15.3894710447139,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
82,160.15304364224485,15.094504286227902,15.094504286227902,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
83,162.1061009517818,15.393337527741892,15.393337527741892,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
84,164.05916164703302,15.668470769255919,15.668470769255919,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
85,166.01227664228418,15.563504010769918,15.563504010769918,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
86,167.9653780661068,15.553537252283917,15.553537252283917,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
87,169.91849644707233,15.424870493797926,15.424870493797926,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
88,171.87165376363157,15.723654579264718,15.723654579264718,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
89,173.8248468160256,15.072287820778712,15.072287820778712,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
90,175.77803806115628,15.133571906245493,15.133571906245493,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
91,177.73109537069323,15.432405147759454,15.432405147759454,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
92,179.68424429451588,15.089938389273442,15.089938389273442,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
93,181.63741518250364,15.293722474740235,15.293722474740235,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
94,183.59037409204058,16.28135571625424,16.28135571625424,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
95,185.5434737228855,16.98393980172102,16.98393980172102,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
96,187.49662264670815,16.641473043235038,16.641473043235038,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
97,189.4497036991022,16.774106284749024,16.774106284749024,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
98,191.40301032994714,16.027690370215822,16.027690370215822,0,0.0,True,20260415,linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,linker1-paa,linker1,linker1,paa,500.0,,20260415::linker1-paa--100nN-500nm.spm - NanoScope Analysis.txt,
0,-3.9961351064259734e-05,0.27972945744981814,0.27972945744981814,0,0.0,True,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
1,3.906305934939453,-0.39154457617048877,-0.39154457617048877,0,0.0,False,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
2,7.812448232658541,0.36237139020918363,0.36237139020918363,0,0.0,True,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
3,11.718763587520487,-0.09511264341112735,-0.09511264341112735,0,0.0,False,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
4,15.624966786496662,0.302494523291017,0.302494523291017,0,0.0,True,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
5,19.531191061873034,0.27256688870328105,0.27256688870328105,0,0.0,True,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
6,23.43756659730618,-0.2561811433046728,-0.2561811433046728,0,0.0,False,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
7,27.343709795882642,0.14142882146263958,0.14142882146263958,0,0.0,True,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
8,31.250166768458644,-0.9573792105453123,-0.9573792105453123,0,0.0,False,20260415,linker2-paa-.1000nm.spm - NanoScope Analysis.txt,linker2-paa,linker2,linker2,paa,1000.0,,20260415::linker2-paa-.1000nm.spm - NanoScope Analysis.txt,
