date,group,n,median_indent_nm,max_indent_nm,median_force_nN,max_force_nN,median_stiffness_N_m,max_stiffness_N_m
20260409,JJS,11,0.9755730672189962,5.852885735476642,5.4060170006818655,45.599851663858026,6.55782510794909,6.55782510794909
20260415,linker1-PFPE-OH,32,976.5594832618352,1886.7337869159005,0.8614009882785629,9.00105136481011,0.0004756474135281,1.752431118557375
20260415,linker1-nls,8,832.0277893214754,1394.5331699291662,3.8336423103044392,8.373706060401961,0.00241228484738395,0.6855170339655845
20260415,linker1-paa,5,100.58395968795374,929.6839992025152,5.142469827740307,16.98393980172102,0.30720731334453594,0.544351859431146
20260415,linker2-paa,24,223.82479253509084,986.3305196682248,19.457918966396335,124.60442109774488,0.10530802367323165,0.2206691053474526
20260416,k80-linker1-PFNA,7,7906.210863512557,12310.669218558052,1197.1783333333333,1530.3486525,0.1212675793132652,0.2544712414858697
20260416,k80-linker1-SDBS,6,8894.513689101273,12310.670109108987,882.2213399583334,1294.8701999999998,0.0908005673105392,0.1020559162881634
20260416,k80-linker1-paa,12,4607.395318062917,12310.663947729214,2140.0043416666667,3104.7602757974305,0.36879744286782334,1.4238271591493736
20260416,k80-linker2-paa,1,141.40661951461215,141.40661951461215,14.75891275059817,14.75891275059817,0.0863049610248142,0.0863049610248142
