实验仪器为布鲁克AFM，所用模式为peak force QNM in air，扫描范围（scan size）为50nm×50nm，压电陶瓷总位移为1000nm，下压力为10uN。
AFM探针型号为DDESP-V2，所测材料为二维cof薄膜，基底为铜网，此时将铜网放置在干净的硅片上，进行测试。以下数据为随着探针下压，探针所受力的变化。
    nm         	uN
6.328116e+02	1.929875e+00
6.289054e+02	1.927109e+00
6.249991e+02	1.921580e+00
6.210929e+02	1.918815e+00
6.171867e+02	1.913285e+00
6.132805e+02	1.910520e+00
6.093742e+02	1.907756e+00
6.054680e+02	1.902226e+00
6.015618e+02	1.896696e+00
5.976556e+02	1.891166e+00
5.937493e+02	1.888402e+00
5.898431e+02	1.882872e+00
5.859369e+02	1.880107e+00
5.820307e+02	1.877342e+00
5.781245e+02	1.871812e+00
5.742182e+02	1.869048e+00
5.703120e+02	1.863518e+00
5.664058e+02	1.857988e+00
5.624996e+02	1.852458e+00
5.585933e+02	1.849693e+00
5.546871e+02	1.846929e+00
5.507809e+02	1.844164e+00
5.468747e+02	1.841399e+00
5.429685e+02	1.835869e+00
5.390622e+02	1.833104e+00
5.351560e+02	1.830339e+00
5.312498e+02	1.827574e+00
5.273436e+02	1.824810e+00
5.234373e+02	1.822045e+00
5.195311e+02	1.819280e+00
5.156249e+02	1.819280e+00
5.117187e+02	1.819280e+00
5.078124e+02	1.813750e+00
5.039062e+02	1.816515e+00
5.000000e+02	1.816515e+00
4.960938e+02	1.816515e+00
4.921876e+02	1.816515e+00
4.882813e+02	1.819280e+00
4.843751e+02	1.824810e+00
4.804689e+02	1.833104e+00
4.765626e+02	1.841399e+00
4.726564e+02	1.860753e+00
4.687501e+02	1.869048e+00
4.648439e+02	1.880107e+00
4.609376e+02	1.888402e+00
4.570314e+02	1.902226e+00
4.531251e+02	1.916050e+00
4.492189e+02	1.929875e+00
4.453126e+02	1.943699e+00
4.414064e+02	1.957523e+00
4.375001e+02	1.976877e+00
4.335939e+02	1.985172e+00
4.296876e+02	1.993466e+00
4.257814e+02	1.996231e+00
4.218751e+02	2.001761e+00
4.179689e+02	2.007291e+00
4.140626e+02	2.010056e+00
4.101564e+02	2.012820e+00
4.062501e+02	2.015585e+00
4.023439e+02	2.018350e+00
3.984376e+02	2.021115e+00
3.945314e+02	2.026645e+00
3.906251e+02	2.026645e+00
3.867189e+02	2.034939e+00
3.828126e+02	2.037704e+00
3.789063e+02	2.040469e+00
3.750001e+02	2.045999e+00
3.710938e+02	2.048763e+00
3.671876e+02	2.051529e+00
3.632813e+02	2.051529e+00
3.593751e+02	2.054293e+00
3.554688e+02	2.054293e+00
3.515626e+02	2.062588e+00
3.476563e+02	2.068118e+00
3.437501e+02	2.062588e+00
3.398438e+02	2.065353e+00
3.359376e+02	2.070882e+00
3.320313e+02	2.070882e+00
3.281251e+02	2.070882e+00
3.242188e+02	2.076412e+00
3.203126e+02	2.079177e+00
3.164063e+02	2.079177e+00
3.125001e+02	2.081942e+00
3.085938e+02	2.087472e+00
3.046876e+02	2.090237e+00
3.007813e+02	2.093001e+00
2.968751e+02	2.093001e+00
2.929688e+02	2.098531e+00
2.890626e+02	2.101296e+00
2.851563e+02	2.101296e+00
2.812501e+02	2.104061e+00
2.773438e+02	2.106826e+00
2.734376e+02	2.106826e+00
2.695313e+02	2.106826e+00
2.656251e+02	2.112356e+00
2.617188e+02	2.112356e+00
2.578126e+02	2.115120e+00
2.539063e+02	2.120650e+00
2.500001e+02	2.120650e+00
2.460938e+02	2.123415e+00
2.421876e+02	2.126180e+00
2.382813e+02	2.128945e+00
2.343751e+02	2.134474e+00
2.304688e+02	2.131710e+00
2.265625e+02	2.134474e+00
2.226563e+02	2.137239e+00
2.187500e+02	2.140004e+00
2.148438e+02	2.142769e+00
2.109375e+02	2.145534e+00
2.070313e+02	2.148299e+00
2.031250e+02	2.148299e+00
1.992188e+02	2.151064e+00
1.953125e+02	2.151064e+00
1.914063e+02	2.153829e+00
1.875000e+02	2.153829e+00
1.835938e+02	2.156593e+00
1.796875e+02	2.159358e+00
1.757813e+02	2.164888e+00
1.718750e+02	2.164888e+00
1.679688e+02	2.167653e+00
1.640625e+02	2.167653e+00
1.601563e+02	2.167653e+00
1.562500e+02	2.167653e+00
1.523438e+02	2.170417e+00
1.484375e+02	2.173183e+00
1.445313e+02	2.175947e+00
1.406250e+02	2.175947e+00
1.367188e+02	2.175947e+00
1.328125e+02	2.178712e+00
1.289063e+02	2.181477e+00
1.250000e+02	2.181477e+00
1.210938e+02	2.184242e+00
1.171875e+02	2.181477e+00
1.132813e+02	2.187007e+00
1.093750e+02	2.189772e+00
1.054688e+02	2.189772e+00
1.015625e+02	2.192536e+00
9.765625e+01	2.189772e+00
9.375000e+01	2.195301e+00
8.984375e+01	2.195301e+00
8.593750e+01	2.195301e+00
8.203125e+01	2.198066e+00
7.812500e+01	2.198066e+00
7.421875e+01	2.198066e+00
7.031250e+01	2.198066e+00
6.640624e+01	2.200831e+00
6.249999e+01	2.203596e+00
5.859374e+01	2.200831e+00
5.468749e+01	2.203596e+00
5.078124e+01	2.203596e+00
4.687499e+01	2.203596e+00
4.296874e+01	2.203596e+00
3.906248e+01	2.203596e+00
3.515623e+01	2.200831e+00
3.124998e+01	2.206361e+00
2.734373e+01	2.200831e+00
2.343748e+01	2.203596e+00
1.953123e+01	2.209126e+00
1.562498e+01	2.203596e+00
1.171873e+01	2.206361e+00
7.812485e+00	2.206361e+00
3.906235e+00	2.203596e+00
-1.509903e-05	2.203596e+00
